,EOD_Code,EOD_Exchange,EOD_Name,EOD_Type,EOD_Country,EOD_Currency,EOD_ISIN,EOD_previousClose,EOD_previousCloseDate,Origin_Stock,Origin_Name,Origin_Country,list_isin_2,country_by_isin
163,AGHC,US,Aeon Global Health Corp,Common Stock,USA,USD,US00774U1079,0.0001,2022-07-20,AGHC,AEON GLOBAL HEALTH CORP,United States of America,US,USA
164,8905,TSE,Aeon Mall Co Ltd,Common Stock,Japan,JPY,JP3131430005,1684,2022-08-04,8905,AEON MALL CO LTD,Japan,JP,Japan
165,AML,AU,Aeon Metals Ltd,Common Stock,Australia,AUD,AU000000AML5,0.028,2022-08-04,AML,AEON METALS LTD,Australia,AU,Australia
166,AER,US,AerCap Holdings NV,Common Stock,USA,USD,NL0000687663,44.62,2022-08-03,AER,AERCAP HOLDINGS NV,United States of America,NL,Netherlands
167,AERI,US,Aerie Pharmace,Common Stock,USA,USD,US00771V1089,6.8,2022-08-03,AERI,AERIE PHARMACEUTICALS INC,United States of America,US,USA
168,AEI,AU,Aeris Environmental Ltd,Common Stock,Australia,AUD,AU000000AEI8,0.058,2022-08-04,AEI,AERIS ENVIRONMENTAL LTD,Australia,AU,Australia
169,AIS,AU,Aeris Resources Ltd,Common Stock,Australia,AUD,AU000000AIS8,0.45,2022-08-04,AIS,AERIS RESOURCES LTD,Australia,AU,Australia
170,AKOM,PA,Aerkomm Inc,Common Stock,France,EUR,US00774B2088,6.95,2022-08-03,AKOM,AERKOMM INC,United States of America,US,USA
171,AFLT,MCX,Aeroflot,Common Stock,Russia,RUB,RU0009062285,26.96,2022-08-03,AFLT,AEROFLOT PJSC,Russia,RU,Russia
172,AJRD,US,Aerojet Rocketdyne Holdings Inc,Common Stock,USA,USD,US0078001056,41.07,2022-08-03,AJRD,AEROJET ROCKETDYNE HOLDINGS,Germany,US,USA
173,901,SHE,Aerospace Hi-Tech Holding Group Co Ltd,Common Stock,China,CNY,CNE000000Y86,9.47,2022-08-04,901,AEROSPACE HI-TECH HOLDINGS-A,China,CN,China
174,600501,SHG,Aerosun Corp,Common Stock,China,CNY,CNE000001857,12.25,2022-08-04,600501,AEROSUN CORP-A,China,CN,China
175,AVAV,US,AeroVironment Inc,Common Stock,USA,USD,US0080731088,91.44,2022-08-03,AVAV,AEROVIRONMENT INC,Germany,US,USA
176,AEVS,SW,Aevis Victoria SA,Common Stock,Switzerland,CHF,CH0478634105,19.2,2022-08-03,AEVS,AEVIS VICTORIA SA,Switzerland,CH,Switzerland
177,L38,SG,AF Global Limited,Common Stock,Singapore,SGD,SG1C01001033,0.097,2022-08-04,L38,AF GLOBAL LTD,Singapore,SG,Singapore
178,AFC,LSE,AFC Energy plc,Common Stock,UK,GBX,GB0030895238,26,2022-08-03,AFC,AFC ENERGY PLC,United Kingdom,GB,UK
179,AFHL,TA,Afcon Holdings Ltd,Common Stock,Israel,ILA,IL0005780130,15740,2022-08-03,AFHL,AFCON HOLDINGS LTD,Israel,IL,Israel
180,AMG,US,Affiliated Managers Group Inc,Common Stock,USA,USD,US0082521081,131.86,2022-08-03,AMG,AFFILIATED MANAGERS GROUP,United States of America,US,USA
181,ABVG,US,Affinity Beverage Group Inc,Common Stock,USA,USD,US00831F1012,0.0001,2022-08-02,ABVG,AFFINITY BEVERAGE GROUP INC,United States of America,US,USA
182,AFYG,US,Affinity Gold Corp,Common Stock,USA,USD,US00829M1009,0,2022-08-02,AFYG,AFFINITY GOLD CORP,United States of America,US,USA
183,AFF,V,Affinity Metals Corp,Common Stock,Canada,CAD,CA00827Y1060,0.05,2022-08-02,AFF,AFFINITY METALS CORP,Canada,CA,Canada
184,1466,HK,Affluent Partners Holdings Ltd,Common Stock,Hong Kong,HKD,KYG0130B1014,0.305,2022-08-03,1466,AFFLUENT PARTNERS HOLDINGS,Hong Kong,KY,Hong Kong
185,AFFY,US,Affymax Inc.,Common Stock,USA,USD,US00826A1097,0.0062,2022-08-02,AFFY,AFFYMAX INC,United States of America,US,USA
186,AFL,US,Aflac Inc,Common Stock,USA,USD,US0010551028,59.01,2022-08-03,AFL,AFLAC INC,Germany,US,USA
187,AFRE,TA,Africa Israel Residences Ltd,Common Stock,Israel,ILA,IL0010979487,19350,2022-08-03,AFRE,AFRICA ISRAEL RESIDENCES LTD,Israel,IL,Israel
188,AOIFF,US,Africa Oil Corp,Common Stock,USA,USD,CA00829Q1019,1.88,2022-08-03,AOIFF,AFRICA OIL CORP,United States of America,CA,Canada
189,A1G,AU,African Gold Ltd,Common Stock,Australia,AUD,AU0000036949,0.1,2022-08-04,A1G,AFRICAN GOLD LTD,Australia,AU,Australia
190,ARI,JSE,African Rainbow Minerals Ltd,Common Stock,South Africa,ZAC,ZAE000054045,22331,2022-08-03,ARI,AFRICAN RAINBOW MINERALS LTD,South Africa,ZA,South Africa
191,ATM,LSE,AfriTin Mining Ltd,Common Stock,UK,GBX,GG00BD95V148,5.3,2022-08-03,ATM,AFRITIN MINING LTD,United Kingdom,GG,UK
192,AFTM,US,Aftermaster Inc,Common Stock,USA,USD,US00831X1028,0.0001,2022-08-03,AFTM,AFTERMASTER INC,United States of America,US,USA
193,AGGZF,US,Ag Growth International Inc,Common Stock,USA,USD,CA0011811068,26.0,2022-08-03,AGGZF,AG GROWTH INTERNATIONAL INC,United States of America,CA,Canada
194,MITT,US,AG Mortgage Investment Trust Inc,Common Stock,USA,USD,US0012285013,8.14,2022-08-03,MITT,AG MORTGAGE INVESTMENT TRUST,United States of America,US,USA
195,AGARIND,NSE,Agarwal Industrial Corporation Limited,Common Stock,India,INR,INE204E01012,572.4,2022-08-03,AGARIND,AGARWAL INDUSTRIAL CORPORATI,India,IN,India
196,AGARIND,BSE,AGARWAL INDUSTRIAL CORPORATION LTD.,Common Stock,India,INR,INE204E01012,573.5,2022-08-03,AGARIND,AGARWAL INDUSTRIAL CORPORATI,India,IN,India
197,5201,TSE,AGC Inc,Common Stock,Japan,JPY,JP3112000009,4770,2022-08-04,5201,AGC INC,Germany,JP,Japan
198,AGCO,US,AGCO Corporation,Common Stock,USA,USD,US0010841023,105.38,2022-08-03,AGCO,AGCO CORP,Germany,US,USA
199,UAVS,US,Ageagle Aerial Systems Inc,Common Stock,USA,USD,US00848K1016,0.6679,2022-08-03,UAVS,AGEAGLE AERIAL SYSTEMS INC,United States of America,US,USA
200,AU1,AU,Agency Group Australia Ltd,Common Stock,Australia,AUD,AU000000AU12,0.043,2022-08-04,AU1,AGENCY GROUP AUSTRALIA LTD,Australia,AU,Australia
201,AGEN,US,Agenus Inc,Common Stock,USA,USD,US00847G7051,2.61,2022-08-03,AGEN,AGENUS INC,United States of America,US,USA
202,AGE,US,AgeX Therapeutics Inc,Common Stock,USA,USD,US00848H1086,0.655,2022-08-03,AGE,AGEX THERAPEUTICS INC,United States of America,US,USA
203,AFGVY,US,Agfa Gevaert NV ADR,Common Stock,USA,USD,US00846M1099,8.31,2022-08-03,AFGVY,AGFA GEVAERT NV-UNSPON ADR,United States of America,US,USA
204,3383,HK,Agile Group Holdings Ltd,Common Stock,Hong Kong,HKD,KYG011981035,2.33,2022-08-04,3383,AGILE GROUP HOLDINGS LTD,Hong Kong,KY,Hong Kong
205,AGRX,US,Agile Thrpe,Common Stock,USA,USD,US00847L2097,0.5659,2022-08-03,AGRX,AGILE THERAPEUTICS INC,United States of America,US,USA
206,A,US,Agilent Technologies Inc,Common Stock,USA,USD,US00846U1016,134.56,2022-08-03,A,AGILENT TECHNOLOGIES INC,Mexico,US,USA
207,AGYS,US,Agilysys Inc,Common Stock,USA,USD,US00847J1051,49.84,2022-08-03,AGYS,AGILYSYS INC,United States of America,US,USA
208,AGIO,US,Agios Pharm,Common Stock,USA,USD,US00847X1046,24.95,2022-08-03,AGIO,AGIOS PHARMACEUTICALS INC,Mexico,US,USA
209,AGL,AU,AGL Energy Ltd,Common Stock,Australia,AUD,AU000000AGL7,8.64,2022-08-04,AGL,AGL ENERGY LTD,Australia,AU,Australia
210,AGMH,US,AGM Group Holdings Inc Class A,Common Stock,USA,USD,VGG0132V1058,1.96,2022-08-03,AGMH,AGM GROUP HOLDINGS INC,United States of America,VG,Singaport
211,AEM,TO,Agnico Eagle Mines Limited,Common Stock,Canada,CAD,CA0084741085,54.71,2022-08-03,AEM,AGNICO EAGLE MINES LTD,Canada,CA,Canada
212,9704,TSE,Agora Hospitality Group Co Ltd,Common Stock,Japan,JPY,JP3561200001,22,2022-08-04,9704,AGORA HOSPITALITY GROUP CO L,Japan,JP,Japan
213,3467,TSE,Agratio Urban Design Inc,Common Stock,Japan,JPY,JP3108170006,1532,2022-08-04,3467,AGRATIO URBAN DESIGN INC,Japan,JP,Japan
214,1288,HK,Agricultural Bank Of China,Common Stock,Hong Kong,HKD,CNE100000Q43,2.58,2022-08-04,1288,AGRICULTURAL BANK OF CHINA-H,Hong Kong,CN,China
215,EURI,US,Agrieuro Corp,Common Stock,USA,USD,US00853R1086,0,2022-07-08,EURI,AGRIEURO CORP,,US,USA
216,AMN,AU,Agrimin Ltd,Common Stock,Australia,AUD,AU000000AMN1,0.44,2022-08-04,AMN,AGRIMIN LTD,Australia,AU,Australia
217,AGTK,US,Agritek Holdings Inc,Common Stock,USA,USD,US00856J2024,0.0001,2022-08-03,AGTK,AGRITEK HOLDINGS INC,United States of America,US,USA
218,AGTA,LSE,Agriterra Limited,Common Stock,UK,GBX,GG00BDG13C09,5.26,2022-08-03,AGTA,AGRITERRA LTD,United Kingdom,GG,UK
219,AGROPHOS,NSE,Agro Phos India Limited,Common Stock,India,INR,INE740V01019,33,2022-08-03,AGROPHOS,AGRO PHOS INDIA LTD,India,IN,India
220,ATFL,NSE,Agro Tech Foods Limited,Common Stock,India,INR,INE209A01019,773.7,2022-08-03,ATFL,AGRO TECH FOODS LTD,India,IN,India
221,ATFL,BSE,AGRO TECH FOODS LTD.,Common Stock,India,INR,INE209A01019,772.0,2022-08-03,ATFL,AGRO TECH FOODS LTD,India,IN,India
222,4955,TSE,Agro-Kanesho Co Ltd,Common Stock,Japan,JPY,JP3108200001,1378,2022-08-04,4955,AGRO-KANESHO CO LTD,Japan,JP,Japan
223,AGFS,US,AgroFresh Solutions Inc,Common Stock,USA,USD,US00856G1094,1.79,2022-08-03,AGFS,AGROFRESH SOLUTIONS INC,United States of America,US,USA
224,AGT,WAR,Agroton Public Ltd.,Common Stock,Poland,PLN,CY0101062111,4.29,2022-08-03,AGT,AGROTON PUBLIC LTD,Poland,CY,USA
225,8279,HK,AGTech Holdings Ltd,Common Stock,Hong Kong,HKD,BMG0135Z1032,0.29,2022-08-04,8279,AGTECH HOLDINGS LTD,Hong Kong,BM,USA
226,5852,TSE,Ahresty Corp,Common Stock,Japan,JPY,JP3100600000,384,2022-08-04,5852,AHRESTY CORP,Japan,JP,Japan
227,3076,TSE,Ai Holdings Corp,Common Stock,Japan,JPY,JP3105090009,1720,2022-08-04,3076,AI HOLDINGS CORP,Japan,JP,Japan
228,AIEQ,US,AI Powered Equity ETF,ETF,USA,USD,US26924G8134,34.5875,2022-08-03,AIEQ,AI POWERED EQUITY ETF,,US,USA
229,AIAENG,NSE,AIA Engineering Limited,Common Stock,India,INR,INE212H01026,2489.75,2022-08-03,AIAENG,AIA ENGINEERING LTD,India,IN,India
230,AIAENG,BSE,AIA ENGINEERING LTD.,Common Stock,India,INR,INE212H01026,2491.0,2022-08-03,AIAENG,AIA ENGINEERING LTD,India,IN,India
231,1299,HK,AIA Group Ltd,Common Stock,Hong Kong,HKD,HK0000069689,76.75,2022-08-04,1299,AIA GROUP LTD,Hong Kong,HK,HK
232,5482,TSE,Aichi Steel Corp,Common Stock,Japan,JPY,JP3103600007,2093,2022-08-04,5482,AICHI STEEL CORP,Japan,JP,Japan
233,6118,TSE,Aida Engineering Ltd,Common Stock,Japan,JPY,JP3102400003,919,2022-08-04,6118,AIDA ENGINEERING LTD,Japan,JP,Japan
234,8515,TSE,Aiful Corp,Common Stock,Japan,JPY,JP3105040004,400,2022-08-04,8515,AIFUL CORP,Japan,JP,Japan
235,9854,TSE,Aigan Co Ltd,Common Stock,Japan,JPY,JP3101000002,177,2022-08-04,9854,AIGAN CO LTD,Japan,JP,Japan
236,ALRN,US,Aileron Therapeutics Inc,Common Stock,USA,USD,US00887A1051,0.1419,2022-08-03,ALRN,AILERON THERAPEUTICS INC,United States of America,US,USA
237,9627,TSE,Ain Pharmaciez Inc,Common Stock,Japan,JPY,JP3105250009,7570,2022-08-04,9627,AIN HOLDINGS INC,Japan,JP,Japan
238,AINO,ST,Aino Health AB,Common Stock,Sweden,SEK,SE0009242555,0.554,2022-08-03,AINO,AINO HEALTH AB,Sweden,SE,Sweden
239,AGI,AU,Ainsworth Game Technology Ltd,Common Stock,Australia,AUD,AU000000AGI3,0.88,2022-08-04,AGI,AINSWORTH GAME TECHNOLOGY LT,Australia,AU,Australia
240,6718,TSE,Aiphone Co Ltd,Common Stock,Japan,JPY,JP3105050003,1973,2022-08-04,6718,AIPHONE CO LTD,Japan,JP,Japan
241,AB1,F,Air Berlin,Common Stock,Germany,EUR,GB00B128C026,0.01,2022-08-03,AB1,AIR BERLIN PLC,Germany,GB,UK
242,AC,TO,Air Canada,Common Stock,Canada,CAD,CA0089118776,17.91,2022-08-03,AC,AIR CANADA,Canada,CA,Canada
243,AIRYY,US,Air China Ltd ADR,Common Stock,USA,USD,US00910M1009,15.63,2022-08-03,AIRYY,AIR CHINA LTD-SPONSORED-ADR,United States of America,US,USA
244,AF,PA,Air France-KLM SA,Common Stock,France,EUR,FR0000031122,1.4905,2022-08-03,AF,AIR FRANCE-KLM,France,FR,France
245,APD,US,Air Products and Chemicals Inc,Common Stock,USA,USD,US0091581068,245.71,2022-08-03,APD,AIR PRODUCTS & CHEMICALS INC,United States of America,US,USA
246,AIRAN,NSE,Airan Limited,Common Stock,India,INR,INE645W01026,20.3,2022-08-03,AIRAN,AIRAN LTD,India,IN,India
247,ABPR,US,Airborne Security & Protective Services Inc,Common Stock,USA,USD,US00927Q1022,0.0005,2022-08-02,ABPR,AIRBORNE SECURITY & PROTECTI,United States of America,US,USA
248,ABWN,US,Airborne Wireless Network,Common Stock,USA,USD,US00928L3006,0.0001,2022-08-02,ABWN,AIRBORNE WIRELESS NETWORK,United States of America,US,USA
249,BOS,TO,AirBoss of America Corp.,Common Stock,Canada,CAD,CA00927V2003,14.3,2022-08-03,BOS,AIRBOSS OF AMERICA CORP,Canada,CA,Canada
250,AIRG,US,Airgain Inc,Common Stock,USA,USD,US00938A1043,8.34,2022-08-03,AIRG,AIRGAIN INC,United States of America,US,USA
251,IQ,V,AirIQ Inc,Common Stock,Canada,CAD,CA0091204036,0.26,2022-08-02,IQ,AIRIQ INC,Canada,CA,Canada
252,ANTE,US,Airnet Technology Inc,Common Stock,USA,USD,US00941Q1040,1.32,2022-08-03,ANTE,AIRNET TECHNOLOGY INC-ADR,United States of America,US,USA
253,ARPT,TA,Airport City Ltd,Common Stock,Israel,ILA,IL0010958358,6526,2022-08-03,ARPT,AIRPORT CITY LTD,Israel,IL,Israel
254,8864,TSE,Airport Facilities Co Ltd,Common Stock,Japan,JPY,JP3266050008,553,2022-08-04,8864,AIRPORT FACILITIES CO LTD,Japan,JP,Japan
255,AIPUY,US,Airports of Thailand PCL ADR,Common Stock,USA,USD,US00950R1005,18.97,2022-08-03,AIPUY,AIRPORTS OF THAILAND PCL-ADR,United States of America,US,USA
256,6291,TSE,Airtech Japan Ltd,Common Stock,Japan,JPY,JP3688100001,1040,2022-08-04,6291,AIRTECH JAPAN LTD,Japan,JP,Japan
257,AAF,LSE,Airtel Africa Plc,Common Stock,UK,GBX,GB00BKDRYJ47,154.2,2022-08-03,AAF,AIRTEL AFRICA PLC,United Kingdom,GB,UK
258,6191,TSE,AirTrip Corp,Common Stock,Japan,JPY,JP3167240005,2601,2022-08-04,6191,AIRTRIP CORP,Japan,JP,Japan
259,7283,TSE,Aisan Industry Co Ltd,Common Stock,Japan,JPY,JP3101600009,695,2022-08-04,7283,AISAN INDUSTRY CO LTD,Japan,JP,Japan
260,4667,TSE,Aisan Technology Co Ltd,Common Stock,Japan,JPY,JP3101800005,1641,2022-08-04,4667,AISAN TECHNOLOGY CO LTD,Japan,JP,Japan
261,600271,SHG,Aisino Corp,Common Stock,China,CNY,CNE000001FB1,10.74,2022-08-04,600271,AISINO CORP-A,China,CN,China
262,9381,TSE,AIT Corp,Common Stock,Japan,JPY,JP3160050005,1774,2022-08-04,9381,AIT CORP,Japan,JP,Japan
263,AIXA,XETRA,AIXTRON SE,Common Stock,Germany,EUR,DE000A0WMPJ6,25.41,2022-08-03,AIXA,AIXTRON SE,Germany,DE,Germany
264,AIXA,F,AIXTRON SE,Common Stock,Germany,EUR,DE000A0WMPJ6,25.33,2022-08-03,AIXA,AIXTRON SE,Germany,DE,Germany
265,AJB,LSE,AJ Bell plc,Common Stock,UK,GBX,GB00BFZNLB60,309,2022-08-03,AJB,AJ BELL PLC,United Kingdom,GB,UK
266,AJL,AU,AJ Lucas Group Ltd,Common Stock,Australia,AUD,AU000000AJL1,0.089,2022-08-04,AJL,AJ LUCAS GROUP LIMITED,Australia,AU,Australia
267,2802,TSE,Ajinomoto Co. Inc.,Common Stock,Japan,JPY,JP3119600009,3659,2022-08-04,2802,AJINOMOTO CO INC,Japan,JP,Japan
268,AJMERA,NSE,Ajmera Realty & Infra India Limited,Common Stock,India,INR,INE298G01027,284.1,2022-08-03,AJMERA,AJMERA REALTY & INFRA INDIA,India,IN,India
269,AJMERA,BSE,AJMERA REALTY & INFRA INDIA LTD.,Common Stock,India,INR,INE298G01027,284.45,2022-08-03,AJMERA,AJMERA REALTY & INFRA INDIA,India,IN,India
270,1789,HK,AK Medical Holdings Ltd,Common Stock,Hong Kong,HKD,KYG020141019,6.99,2022-08-04,1789,AK MEDICAL HOLDINGS LTD,Hong Kong,KY,Hong Kong
271,AKAM,US,Akamai Technologies Inc,Common Stock,USA,USD,US00971T1016,96,2022-08-03,AKAM,AKAMAI TECHNOLOGIES INC,United States of America,US,USA
272,AKTX,US,Akari Therapeutics PLC,Common Stock,USA,USD,US00972G1085,1.26,2022-08-03,AKTX,AKARI THERAPEUTICS PLC-ADR,United States of America,US,USA
273,1997,TSE,Akatsuki Eazima Co Ltd,Common Stock,Japan,JPY,JP3131000006,1342,2022-08-04,1997,AKATSUKI EAZIMA CO LTD,Japan,JP,Japan
274,AKBA,US,Akebia Ther,Common Stock,USA,USD,US00972D1054,0.3905,2022-08-03,AKBA,AKEBIA THERAPEUTICS INC,United States of America,US,USA
275,7238,TSE,Akebono Brake Industry Co Ltd,Common Stock,Japan,JPY,JP3108400007,150,2022-08-04,7238,AKEBONO BRAKE INDUSTRY CO,Japan,JP,Japan
276,AKER,OL,Aker ASA,Common Stock,Norway,NOK,NO0010234552,753.5,2022-08-03,AKER,AKER ASA-A SHARES,Norway,NO,Norway
277,KERN,US,Akerna Corp,Common Stock,USA,USD,US00973W1027,0.145,2022-08-03,KERN,AKERNA CORP,United States of America,US,USA
278,AKRO,US,Akero Therapeutics Inc,Common Stock,USA,USD,US00973Y1082,11.64,2022-08-03,AKRO,AKERO THERAPEUTICS INC,United States of America,US,USA
279,1380,TSE,Akikawa Foods & Farms Co Ltd,Common Stock,Japan,JPY,JP3107400008,1070,2022-08-04,1380,AKIKAWA FOODS & FARMS CO LTD,Japan,JP,Japan
280,8343,TSE,Akita Bank Ltd,Common Stock,Japan,JPY,JP3107600003,1637,2022-08-04,8343,AKITA BANK LTD/THE,Japan,JP,Japan
281,AKTS,US,Akoustis Technologies Inc,Common Stock,USA,USD,US00973N1028,4.56,2022-08-03,AKTS,AKOUSTIS TECHNOLOGIES INC,United States of America,US,USA
282,AKTIA,HE,Aktia Bank Abp,Common Stock,Finland,EUR,FI4000058870,9.66,2022-08-03,AKTIA,AKTIA BANK OYJ,Finland,FI,Finland
283,AKVA,OL,Akva Group,Common Stock,Norway,NOK,NO0003097503,62,2022-08-03,AKVA,AKVA GROUP ASA,Norway,NO,Norway
284,AKZOINDIA,NSE,Akzo Nobel India Limited,Common Stock,India,INR,INE133A01011,1949.4,2022-08-03,AKZOINDIA,AKZO NOBEL INDIA LTD,India,IN,India
285,AKZOINDIA,BSE,Akzo Nobel India Limited,Common Stock,India,INR,INE133A01011,1950.35,2022-08-03,AKZOINDIA,AKZO NOBEL INDIA LTD,India,IN,India
286,AKZA,AS,Akzo Nobel NV,Common Stock,Netherlands,EUR,NL0013267909,66.74,2022-08-03,AKZA,AKZO NOBEL N.V.,Netherlands,NL,Netherlands
287,8360,HK,Al Group Ltd,Common Stock,Hong Kong,HKD,KYG0149T1195,0.9,2022-08-04,8360,AL GROUP LTD,Hong Kong,KY,Hong Kong
288,ALG,US,Alamo Group Inc,Common Stock,USA,USD,US0113111076,127,2022-08-03,ALG,ALAMO GROUP INC,United States of America,US,USA
289,AGI,TO,Alamos Gold Inc,Common Stock,Canada,CAD,CA0115321089,9.65,2022-08-03,AGI,ALAMOS GOLD INC-CLASS A,Canada,CA,Canada
290,ALAN,US,Alanco Tech Inc,Common Stock,USA,USD,US0116127020,0.0299,2022-08-02,ALAN,ALANCO TECHNOLOGIES INC,United States of America,US,USA
291,ALANKIT,NSE,Alankit Limited,Common Stock,India,INR,INE914E01040,11.9,2022-08-03,ALANKIT,ALANKIT LTD,India,IN,India
292,ALANKIT,BSE,Alankit Ltd,Common Stock,India,INR,INE914E01040,11.9,2022-08-03,ALANKIT,ALANKIT LTD,India,IN,India
293,AUQ,AU,Alara Resources Ltd,Common Stock,Australia,AUD,AU000000AUQ7,0.045,2022-08-04,AUQ,ALARA RESOURCES LTD,Australia,AU,Australia
294,ALRM,US,Alarm.com Holdings Inc,Common Stock,USA,USD,US0116421050,72.09,2022-08-03,ALRM,ALARM.COM HOLDINGS INC,United States of America,US,USA
295,ALK,US,Alaska Air Group Inc,Common Stock,USA,USD,US0116591092,46.3,2022-08-03,ALK,ALASKA AIR GROUP INC,Germany,US,USA
296,ASKE,US,Alaska Pacific Energy Corp,Common Stock,USA,USD,US0117584062,0,2022-08-02,ASKE,ALASKA PACIFIC ENERGY CORP,United States of America,US,USA
297,APTL,US,Alaska Power & Telephone Company,Common Stock,USA,USD,US0117642068,94,2022-08-03,APTL,ALASKA POWER & TELEPHONE CO,United States of America,US,USA
298,ALBA,LSE,Alba Mineral Resources,Common Stock,UK,GBX,GB00B06KBB18,0.18,2022-08-03,ALBA,ALBA MINERAL RESOURCES PLC,United Kingdom,GB,UK
299,ABA,F,ALBA SE,Common Stock,Germany,EUR,DE0006209901,28.6,2022-08-03,ABA,ALBA SE,Germany,DE,Germany
300,AIN,US,Albany International Corporation,Common Stock,USA,USD,US0123481089,91.4,2022-08-03,AIN,ALBANY INTL CORP-CL A,United States of America,US,USA
301,ALB,US,Albemarle Corp,Common Stock,USA,USD,US0126531013,239.54,2022-08-03,ALB,ALBEMARLE CORP,Germany,US,USA
302,3906,TSE,Albert Inc,Common Stock,Japan,JPY,JP3126460009,4800,2022-08-04,3906,ALBERT INC,Japan,JP,Japan
303,ALAC,US,Alberton Acquisition Corporation,Common Stock,USA,USD,VGG350061088,12.02,2022-07-28,ALAC,ALBERTON ACQUISITION CORP,United States of America,VG,Singaport
304,AADV,LSE,Albion Development VCT PLC,Common Stock,UK,GBX,GB0004832472,90.5,2022-08-03,AADV,ALBION DEVELOPMENT VCT PLC,United Kingdom,GB,UK
305,AATG,LSE,Albion Technology & General VCT PLC,Common Stock,UK,GBX,GB0005581672,76,2022-08-03,AATG,ALBION TECHNOLOGY & GENERAL,United Kingdom,GB,UK
306,ALBO,US,Albireo Pharma Inc,Common Stock,USA,USD,US01345P1066,21.29,2022-08-03,ALBO,ALBIREO PHARMA INC,Germany,US,USA
307,ALY,AU,Alchemy Resources Ltd,Common Stock,Australia,AUD,AU000000ALY0,0.015,2022-08-04,ALY,ALCHEMY RESOURCES LTD,Australia,AU,Australia
308,ALC,AU,Alcidion Group Ltd,Common Stock,Australia,AUD,AU000000ALC6,0.165,2022-08-04,ALC,ALCIDION GROUP LTD,Australia,AU,Australia
309,AA,US,Alcoa Corp,Common Stock,USA,USD,US0138721065,48.49,2022-08-03,AA,ALCOA CORP,Mexico,US,USA
310,3036,TSE,Alconix Corp,Common Stock,Japan,JPY,JP3126210008,1312,2022-08-04,3036,ALCONIX CORP,Japan,JP,Japan
311,ALDE,V,Aldebaran Resources Inc,Common Stock,Canada,CAD,CA01408J1049,0.77,2022-08-03,ALDE,ALDEBARAN RESOURCES INC,Canada,CA,Canada
312,AL8,AU,Alderan Resources Ltd,Common Stock,Australia,AUD,AU000000AL88,0.009,2022-08-04,AL8,ALDERAN RESOURCES LTD,Australia,AU,Australia
313,ALDX,US,Aldeyra The,Common Stock,USA,USD,US01438T1060,5.8,2022-08-03,ALDX,ALDEYRA THERAPEUTICS INC,United States of America,US,USA
314,AH,TO,Aleafia Health Inc,Common Stock,Canada,CAD,CA01444Q1046,0.065,2022-08-03,AH,ALEAFIA HEALTH INC,Canada,CA,Canada
315,ALEC,US,Alector Inc,Common Stock,USA,USD,US0144421072,11.23,2022-08-03,ALEC,ALECTOR INC,United States of America,US,USA
316,ALELIO,ST,Alelion Energy Systems AB,Common Stock,Sweden,SEK,SE0008348072,0.78,2022-08-03,ALELIO,ALELION ENERGY SYSTEMS AB,Sweden,SE,Sweden
317,APLLTD,NSE,Alembic Pharmaceuticals Limited,Common Stock,India,INR,INE901L01018,692.9,2022-08-03,APLLTD,ALEMBIC PHARMACEUTICALS LTD,India,IN,India
318,APLLTD,BSE,ALEMBIC PHARMACEUTICALS LTD.,Common Stock,India,INR,INE901L01018,693.3,2022-08-03,APLLTD,ALEMBIC PHARMACEUTICALS LTD,India,IN,India
319,ALRS,US,Alerus Financial Corp,Common Stock,USA,USD,US01446U1034,24.5,2022-08-03,ALRS,ALERUS FINANCIAL CORP,United States of America,US,USA
320,ALEX,US,Alexander & Baldwin Holdings Inc,Common Stock,USA,USD,US0144911049,19.31,2022-08-03,ALEX,ALEXANDER & BALDWIN INC,United States of America,US,USA
321,AXU,TO,Alexco Resource Corp,Common Stock,Canada,CAD,CA01535P1062,0.635,2022-08-03,AXU,ALEXCO RESOURCE CORP,United States of America,CA,Canada
322,AJX,AU,Alexium International Group,Common Stock,Australia,AUD,AU000000AJX6,0.024,2022-08-04,AJX,ALEXIUM INTERNATIONAL GROUP,Australia,AU,Australia
323,ALFA,LSE,Alfa Financial Software Holdings PLC,Common Stock,UK,GBX,GB00BDHXPG30,155.5,2022-08-03,ALFA,ALFA FINANCIAL SOFTWARE HOLD,United Kingdom,GB,UK
324,ALFA,ST,Alfa Laval AB,Common Stock,Sweden,SEK,SE0000695876,294.6,2022-08-03,ALFA,ALFA LAVAL AB,Sweden,SE,Sweden
325,2784,TSE,Alfresa Holdings Corp,Common Stock,Japan,JPY,JP3126340003,1670,2022-08-04,2784,ALFRESA HOLDINGS CORP,Japan,JP,Japan
326,ALC,TO,Algoma Central Corporation,Common Stock,Canada,CAD,CA0156441077,16.08,2022-08-03,ALC,ALGOMA CENTRAL CORP,Canada,CA,Canada
327,AQN,TO,Algonquin Power & Utilities Corp,Common Stock,Canada,CAD,CA0158571053,17.98,2022-08-03,AQN,ALGONQUIN POWER & UTILITIES,United States of America,CA,Canada
328,ANZ,V,Alianza Minerals Ltd,Common Stock,Canada,CAD,CA0160951012,0.05,2022-08-02,ANZ,ALIANZA MINERALS LTD,Canada,CA,Canada
329,BABA,US,Alibaba Group Holding Ltd,Common Stock,USA,USD,US01609W1027,95.72,2022-08-03,BABA,ALIBABA GROUP HOLDING-SP ADR,Switzerland,US,USA
